pair_id,source_title,cor_section,answer,question,local_or_sum,attribute1,attribute2,ex_or_im
e07e200a67fe5ecf,adventures-of-kintaro-golden-boy,16,startled,How did Kintaro and his mother feel when they heard the voice from outside?,local,feeling,,explicit
5a0baca04b7658a2,adventures-of-kintaro-golden-boy,"17,18",He wanted to know who was stronger.,Why did the woodcutter want to wrestle?,summary,causal relationship,,implicit
1dc79fddce3b58fc,adventures-of-kintaro-golden-boy,18,the strange pair were evenly matched,Why did the old man declare it a drawn game?,local,causal relationship,,explicit
a0c103958ff8522d,adventures-of-kintaro-golden-boy,18,He will be the strongest man in Japan.,What did the woodcutter say would happen when Kintaro is full-grown?,local,action,,explicit
fc3c5479e1de50c7,adventures-of-kintaro-golden-boy,"18,19",Kintaro was very strong.,Why did the woodcutter think Kintaro would make a good samurai?,summary,causal relationship,,implicit
5b3d32c24a8e5e10,adventures-of-kintaro-golden-boy,19,hid him away in this unknown part of the country,What did Kintaro's mother do because of Kintaro's strength?,local,action,,explicit
614783b0d7995cab,adventures-of-kintaro-golden-boy,20,Sadamitsu,Who was the woodcutter really?,local,character,,explicit
67aff124330e57fc,adventures-of-kintaro-golden-boy,20,assumed the disguise of a woodcutter,What did Sadamitsu do to find boys who gave promise of remarkable strength?,local,action,,explicit
b31f767c071a5424,adventures-of-kintaro-golden-boy,20,seeing Kintaro a samurai before she died,What was Kintaro's mother's one wish of her life?,local,action,,explicit
4d15d45107b556da,adventures-of-kintaro-golden-boy,20,He could take Kintaro and present him to the Lord Raiko as a candidate for his service.,How could Sadamitsu help Kintaro's mother fulfill her wish?,local,action,,explicit
ba4e7b09d2635b5c,adventures-of-kintaro-golden-boy,20,She will accept.,How will Kintaro's mom respond to Sadamitsu's offer?,local,prediction,action,implicit
2d28dc95a53956fd,adventures-of-kintaro-golden-boy,21,joy,How did Kintaro feel upon hearing his mother finish speaking?,local,feeling,,explicit
ac700b087bbf5ce0,adventures-of-kintaro-golden-boy,22,She hid her grief with a strong face.,What happened because Kintaro's mother did not want to discourage him?,local,outcome resolution,,explicit
2cc1461fde79536d,adventures-of-kintaro-golden-boy,22,never forget her,What did Kintaro promise to do?,local,action,,explicit
dcf6efb03f105677,adventures-of-kintaro-golden-boy,22,sad,How did the animals feel when they heard Kintaro was leaving for good?,local,feeling,,implicit
611587f2523053a5,adventures-of-kintaro-golden-boy,"18,23",Kintaro was very strong.,Why did Lord Raiko make Kintaro a vassal at once?,summary,causal relationship,,implicit
250d829d09a0513d,adventures-of-kintaro-golden-boy,25,the greatest hero of his country,What did Kintaro rise to be?,local,action,,explicit
8a05771b7568545c,ali-baba-and-forty-thieves,1,Baghdad,Where does the story take place?,local,setting,,explicit
ed788c99c8d7505a,ali-baba-and-forty-thieves,1,a wealthy woman,Who does Cassim marry after the death of their father?,local,character,,explicit
d2c5d21ad31552ce,ali-baba-and-forty-thieves,2,a cave,Where is the treasure stored?,local,setting,,explicit
75044d1409305371,ali-baba-and-forty-thieves,2,"enters the cave himself, and takes some of the treasure home",What does Ali Baba do when the thieves are gone?,local,action,,explicit
58e966a37a4d5178,ali-baba-and-forty-thieves,3,shock,How does Ali Baba's sister-in-law feel when she finds a gold coin sticking to the scales?,local,feeling,,explicit
d31f1c07e9d45b39,ali-baba-and-forty-thieves,3,"Under pressure from his brother, Ali Baba is forced to reveal the secret of the cave.",Why does Ali Baba tell his brother about the cave?,local,causal relationship,,explicit
e8314cc79534599f,ali-baba-and-forty-thieves,3,his greed and excitement over the treasures,Why does Cassim forget the magic words to seal the cave?,local,causal relationship,,explicit
c76d4630ee5d5d91,ali-baba-and-forty-thieves,3,goes to the cave to look for him,What does Ali Baba do when his brother does not come back?,local,action,,explicit
acdcfe0ff33754aa,ali-baba-and-forty-thieves,4,making others believe that Cassim has died a natural death,What task does Ali Baba entrust to Morgiana?,local,action,,explicit
c2ef956616125d2f,ali-baba-and-forty-thieves,4,an old tailor,Who is Baba Mustafa?,local,character,,explicit
863cba73ed5f5c1e,ali-baba-and-forty-thieves,5,The thieves found the body gone,How do the thieves know another person knows their secret?,local,causal relationship,,explicit
383e39df862a5483,ali-baba-and-forty-thieves,5,marking all the houses in the neighborhood with a similar marking,How does Morgiana foil the thief's plan?,local,outcome resolution,action,explicit
5469b6e43bb85259,ali-baba-and-forty-thieves,7,an oil merchant.,What does the chief of thieves pretend to be?,local,action,,explicit
3258d7b18c6558e4,ali-baba-and-forty-thieves,2,He happens to overhear a group of forty thieves visiting their treasure store.,How does Ali Baba learn of the cave of treasures?,local,action,,explicit
2558a687827255b4,ali-baba-and-forty-thieves,"1,3",Cassim marries a wealthy woman and Ali Baba marries a poor woman.,How are Ali Baba and Cassim different?,summary,character,,implicit
6b8a1fcf5e8e5162,ali-baba-and-forty-thieves,"5,6,7,8",foils the thieves' plan,How does Morgiana help Ali Baba?,summary,action,,explicit
7300104b123b50f6,ali-baba-and-forty-thieves,8,her freedom and marries her to his son,What does Ali Baba give Morgiana?,local,action,,explicit
d48559beb2d9513d,anent-giant-who-did-not-have-his-heart-about-him,1,seven,How many sons did the king have?,local,character,,explicit
47350c8987155ca9,anent-giant-who-did-not-have-his-heart-about-him,1,love,How did the king feel about his sons?,local,feeling,,implicit
ffd5287babe35f17,anent-giant-who-did-not-have-his-heart-about-him,1,He never could bear to them all away from him at once.,What happened because the king was so fond of his sons?,local,outcome resolution,,explicit
b93bf5548d945781,anent-giant-who-did-not-have-his-heart-about-him,1,the youngest,Who did the king want to stay at home?,local,character,,explicit
5fd0473eb69a5215,anent-giant-who-did-not-have-his-heart-about-him,1,to go forth and look for wives,Why did the six sons plan to leave?,local,causal relationship,,explicit
30717b8a98de528c,anent-giant-who-did-not-have-his-heart-about-him,1,The youngest the king wanted to keep at home.,Why did the other sons need to bring home a bride for the youngest?,local,causal relationship,,explicit
9d93a02ab99a5eb2,anent-giant-who-did-not-have-his-heart-about-him,1,the handsomest clothes,What did the king give his six sons?,local,action,,explicit
6d7cee22098c5737,anent-giant-who-did-not-have-his-heart-about-him,1,They altogether forgot they were also to bring back a princess for their younger brother.,What happened because the six sons were so deeply in love with their brides?,local,outcome resolution,,explicit
5b522317d8b35a7d,anent-giant-who-did-not-have-his-heart-about-him,1,They were beautiful.,Why did the six sons chose the six daughters?,local,causal relationship,,implicit
d4992885f25b5be6,anent-giant-who-did-not-have-his-heart-about-him,1,glittered,What did the clothes do from afar?,local,action,,explicit
8ca8dd4d94e15849,anent-giant-who-did-not-have-his-heart-about-him,2,"A giant came out, looked at them, and turned them all to stone.",What happened when the six sons and their wives passed a steep cliff-side?,local,outcome resolution,,explicit
cc205b275fc65ab9,anent-giant-who-did-not-have-his-heart-about-him,2,very sad,How did the king feel when his sons did not return home?,local,feeling,,explicit
93b7165ef220562c,anent-giant-who-did-not-have-his-heart-about-him,"1,2",He loved them very much.,Why was the king sad when his sons did not return?,summary,causal relationship,,implicit
4f823db7a8c15f86,anent-giant-who-did-not-have-his-heart-about-him,2,set out and find his brothers again,What did the youngest want to do?,local,action,,explicit
3568d34c82ec56af,anent-giant-who-did-not-have-his-heart-about-him,2,He still had his youngest son.,Why did the king keep on living?,local,causal relationship,,implicit
904a1fe68c7c53f5,anent-giant-who-did-not-have-his-heart-about-him,2,The king had only a wretched old nag for the youngest.,What happened because the six sons were given all the good horses?,local,outcome resolution,,explicit
29d8b659ba995f7c,anent-giant-who-did-not-have-his-heart-about-him,3,a raven,Who did the youngest meet when he had ridden a while?,local,character,,explicit
4c8beaa15f12512b,anent-giant-who-did-not-have-his-heart-about-him,3,He was so starved.,Why was the raven unable to move?,local,causal relationship,,explicit
31cab73010135d9f,anent-giant-who-did-not-have-his-heart-about-him,3,It was easy to see he needed it.,Why did the king's son agree to help the raven?,local,causal relationship,,explicit
f542e958b5165ab1,anent-giant-who-did-not-have-his-heart-about-him,3,gotten on dry land and was threshing about and could not get back into the water,What was the salmon doing when the youngest reached the brook?,local,action,,explicit
8d5bcc3833bb5535,anent-giant-who-did-not-have-his-heart-about-him,3,help,What will the wolf ask from the king's son?,local,prediction,action,implicit
a83eeb69552f582b,anent-giant-who-did-not-have-his-heart-about-him,4,He already gave his food away.,Why did the prince say no to the wolf?,local,causal relationship,,implicit
02cbe936587756bf,anent-giant-who-did-not-have-his-heart-about-him,4,to let the prince ride on him,What did the wolf offer the prince?,local,action,,implicit
10bb8d46af0e50f6,anent-giant-who-did-not-have-his-heart-about-him,4,His meal had made the wolf so strong.,Why was the wolf able to ride swiftly?,local,causal relationship,,explicit
0bd80b103ecf59de,anent-giant-who-did-not-have-his-heart-about-him,4,where the giants live,Where did the wolf take the prince?,local,setting,,explicit
a0ad9b6bb4c35edf,anent-giant-who-did-not-have-his-heart-about-him,4,took the bit and put it in the wolf's mouth and fastened the saddle on his back,What did the prince do after he let the wolf eat the horse?,local,action,,explicit
c2f7e8f7bd375e69,anent-giant-who-did-not-have-his-heart-about-him,4,a princess,Who would tell the prince how to get rid of the giant?,local,character,,explicit
d8aba58496185ce5,anent-giant-who-did-not-have-his-heart-about-him,4,afraid,How did the prince feel to enter the giant's door?,local,feeling,,explicit
5790a84ffed257a8,anent-giant-who-did-not-have-his-heart-about-him,4,The giant would murder him.,What did the prince think would happen to him if he entered the giant's home?,local,action,,explicit
ae3f8e114dc85e38,anent-giant-who-did-not-have-his-heart-about-him,4,He hasn't his heart about him.,Why could no one kill the giant?,local,causal relationship,,explicit
28d0d1ec34595c4f,anent-giant-who-did-not-have-his-heart-about-him,5,crawled under the bed and listen carefully when she talked to the giant,What did the princess tell the prince to do?,local,action,,explicit
624c0e0faaf45554,anent-giant-who-did-not-have-his-heart-about-him,5,under the threshold of the door,Where did the giant keep his heart?,local,setting,,explicit
d8ca1cafcc325371,anent-giant-who-did-not-have-his-heart-about-him,5,the prince laid under the bed,Why did the princess ask the giant where his heart was?,local,causal relationship,,implicit
e557e89b164b5019,anent-giant-who-did-not-have-his-heart-about-him,5,look for it,What will the prince do after finding out where the giant's heart was?,local,prediction,action,implicit
d00b88aa519f500d,anent-giant-who-did-not-have-his-heart-about-him,6,got up very early and went into the forest,What did the giant do the next morning?,local,action,,explicit
88af495810b15688,anent-giant-who-did-not-have-his-heart-about-him,6,set about looking for the heart under the threshold of the door,What did the prince and king's daughter do after the giant left?,local,action,,explicit
cf4c06f946e25255,anent-giant-who-did-not-have-his-heart-about-him,"5,6",The giant lied.,Why could the prince and king's daughter not find the heart?,summary,causal relationship,,implicit
d4822821626c5e31,anent-giant-who-did-not-have-his-heart-about-him,6,They went back to the house.,What happened because the king's daughter and the prince could not find the giant's heart?,local,outcome resolution,,implicit
